,wavfile,start_sec,end_sec,gl_ver_idx,note_id,tune,subject_id,eg,instrument
170,/20210505/HappyBirthday,14.741445419783291,14.891445419783294,27,20,happy_birthday,1,angry,lab
171,/20210505/HappyBirthday,14.891445419783294,15.271445419783293,27,21,happy_birthday,1,angry,lab
172,/20210505/HappyBirthday,15.271445419783293,15.741445419783291,27,22,happy_birthday,1,angry,lab
173,/20210505/HappyBirthday,15.741445419783291,16.271445419783294,27,23,happy_birthday,1,angry,lab
174,/20210505/HappyBirthday,16.271445419783294,17.89556499948291,27,24,happy_birthday,1,angry,lab
175,/20210505/HappyBirthday,27.567456741650407,27.887456741650407,28,0,happy_birthday,1,angry,lab
176,/20210505/HappyBirthday,27.887456741650407,28.03745674165041,28,1,happy_birthday,1,angry,lab
177,/20210505/HappyBirthday,28.03745674165041,28.427456741650406,28,2,happy_birthday,1,angry,lab
178,/20210505/HappyBirthday,28.427456741650406,28.82745674165041,28,3,happy_birthday,1,angry,lab
179,/20210505/HappyBirthday,28.82745674165041,29.277456741650408,28,4,happy_birthday,1,angry,lab
180,/20210505/HappyBirthday,29.277456741650408,30.10745674165041,28,5,happy_birthday,1,angry,lab
181,/20210505/HappyBirthday,30.10745674165041,30.37745674165041,28,6,happy_birthday,1,angry,lab
182,/20210505/HappyBirthday,30.37745674165041,30.507456741650408,28,7,happy_birthday,1,angry,lab
183,/20210505/HappyBirthday,30.507456741650408,30.89745674165041,28,8,happy_birthday,1,angry,lab
184,/20210505/HappyBirthday,30.89745674165041,31.297456741650407,28,9,happy_birthday,1,angry,lab
185,/20210505/HappyBirthday,31.297456741650407,31.69745674165041,28,10,happy_birthday,1,angry,lab
186,/20210505/HappyBirthday,31.69745674165041,32.447456741650406,28,11,happy_birthday,1,angry,lab
187,/20210505/HappyBirthday,32.447456741650406,32.71745674165041,28,12,happy_birthday,1,angry,lab
188,/20210505/HappyBirthday,32.71745674165041,32.86745674165041,28,13,happy_birthday,1,angry,lab
189,/20210505/HappyBirthday,32.86745674165041,33.267456741650406,28,14,happy_birthday,1,angry,lab
190,/20210505/HappyBirthday,33.267456741650406,33.637456741650404,28,15,happy_birthday,1,angry,lab
191,/20210505/HappyBirthday,33.637456741650404,34.027456741650404,28,16,happy_birthday,1,angry,lab
192,/20210505/HappyBirthday,34.027456741650404,34.43745674165041,28,17,happy_birthday,1,angry,lab
193,/20210505/HappyBirthday,34.43745674165041,34.78745674165041,28,18,happy_birthday,1,angry,lab
194,/20210505/HappyBirthday,34.8174567416504,35.097456741650404,28,19,happy_birthday,1,angry,lab
195,/20210505/HappyBirthday,35.097456741650404,35.237456741650405,28,20,happy_birthday,1,angry,lab
196,/20210505/HappyBirthday,35.237456741650405,35.58745674165041,28,21,happy_birthday,1,angry,lab
197,/20210505/HappyBirthday,35.58745674165041,35.96745674165041,28,22,happy_birthday,1,angry,lab
198,/20210505/HappyBirthday,35.96745674165041,36.3874567416504,28,23,happy_birthday,1,angry,lab
199,/20210505/HappyBirthday,36.3874567416504,37.98176400711226,28,24,happy_birthday,1,angry,lab
200,/20210505/HappyBirthday,47.34008227901191,48.40171049218215,29,0,happy_birthday,1,expressive,lab
201,/20210505/HappyBirthday,48.40171049218215,48.70337262102393,29,1,happy_birthday,1,expressive,lab
202,/20210505/HappyBirthday,48.70337262102393,49.60835900754925,29,2,happy_birthday,1,expressive,lab
203,/20210505/HappyBirthday,49.60835900754925,50.36854757223052,29,3,happy_birthday,1,expressive,lab
204,/20210505/HappyBirthday,50.36854757223052,51.261467473602174,29,4,happy_birthday,1,expressive,lab
205,/20210505/HappyBirthday,51.261467473602174,53.017397436182144,29,5,happy_birthday,1,expressive,lab
206,/20210505/HappyBirthday,53.017397436182144,53.86461729489727,29,6,happy_birthday,1,expressive,lab
207,/20210505/HappyBirthday,53.86461729489727,54.16627942373905,29,7,happy_birthday,1,expressive,lab
